feed,title,long_url,short_url
ArXiv,Semantic State Abstraction Interfaces for LLM-Augmented Portfolio Decisions: Multi-Axis News Decomposition and RL Diagnostics,https://arxiv.org/abs/2605.06730,
ArXiv,The Causally Emergent Alignment Hypothesis: Causal Emergence Aligns with and Predicts Final Reward in Reinforcement Learning Agents,https://arxiv.org/abs/2605.06746,
ArXiv,Revisiting Adam for Streaming Reinforcement Learning,https://arxiv.org/abs/2605.06764,
ArXiv,How to Compress KV Cache in RL Post-Training? Shadow Mask Distillation for Memory-Efficient Alignment,https://arxiv.org/abs/2605.06850,
ArXiv,On the Divergence of Differential Temporal Difference Learning without Local Clocks,https://arxiv.org/abs/2605.06874,
ArXiv,Multi-Objective Constraint Inference using Inverse reinforcement learning,https://arxiv.org/abs/2605.06951,
ArXiv,A Systematic Investigation of The RL-Jailbreaker in LLMs,https://arxiv.org/abs/2605.07032,
ArXiv,Towards Differentially Private Reinforcement Learning with General Function Approximation,https://arxiv.org/abs/2605.07049,
ArXiv,Integrating Causal DAGs in Deep RL: Activating Minimal Markovian States with Multi-Order Exposure,https://arxiv.org/abs/2605.07057,
ArXiv,Actor-Critic with Active Importance Sampling,https://arxiv.org/abs/2605.07094,
ArXiv,Decentralized Diffusion Policy Learning for Enhanced Exploration in Cooperative Multi-agent Reinforcement Learning,https://arxiv.org/abs/2605.07101,
ArXiv,Almost Sure Convergence Rates of Stochastic Approximation and Reinforcement Learning via a Poisson-Moreau Drift,https://arxiv.org/abs/2605.07104,
ArXiv,Stabilized neural Hamilton--Jacobi--Bellman solvers: Error analysis and applications in model-based reinforcement learning,https://arxiv.org/abs/2605.07116,
ArXiv,Convergence and Emergence of In-Context Reinforcement Learning with Chain of Thought,https://arxiv.org/abs/2605.07123,
ArXiv,Can You Break RLVER? Probing Adversarial Robustness of RL-Trained Empathetic Agents,https://arxiv.org/abs/2605.07138,
ArXiv,Beyond Reasoning: Reinforcement Learning Unlocks Parametric Knowledge in LLMs,https://arxiv.org/abs/2605.07153,
ArXiv,HyperEyes: Dual-Grained Efficiency-Aware Reinforcement Learning for Parallel Multimodal Search Agents,https://arxiv.org/abs/2605.07177,
ArXiv,Improved Model-based Reinforcement Learning with Smooth Kernels,https://arxiv.org/abs/2605.07218,
ArXiv,Experience Sharing in Mutual Reinforcement Learning for Heterogeneous Language Models,https://arxiv.org/abs/2605.07244,
ArXiv,Implicit Compression Regularization: Concise Reasoning via Internal Shorter Distributions in RL Post-Training,https://arxiv.org/abs/2605.07316,
ArXiv,Beyond Linear Attention: Softmax Transformers Implement In-Context Reinforcement Learning,https://arxiv.org/abs/2605.07333,
ArXiv,RELO: Reinforcement Learning to Localize for Visual Object Tracking,https://arxiv.org/abs/2605.07379,
ArXiv,BalCapRL: A Balanced Framework for RL-Based MLLM Image Captioning,https://arxiv.org/abs/2605.07394,
ArXiv,SEIF: Self-Evolving Reinforcement Learning for Instruction Following,https://arxiv.org/abs/2605.07465,
ArXiv,ReasonEdit: Towards Interpretable Image Editing Evaluation via Reinforcement Learning,https://arxiv.org/abs/2605.07477,
ArXiv,ExpThink: Experience-Guided Reinforcement Learning for Adaptive Chain-of-Thought Compression,https://arxiv.org/abs/2605.07501,
ArXiv,LiteGUI: Distilling Compact GUI Agents with Reinforcement Learning,https://arxiv.org/abs/2605.07505,
ArXiv,Your Language Model is Its Own Critic: Reinforcement Learning with Value Estimation from Actor's Internal States,https://arxiv.org/abs/2605.07579,
ArXiv,Not All Tokens Learn Alike: Attention Entropy Reveals Heterogeneous Signals in RL Reasoning,https://arxiv.org/abs/2605.07660,
ArXiv,Actor-Critic Algorithm for Dynamic Expectile and CVaR,https://arxiv.org/abs/2605.07857,
ArXiv,Interpreting Reinforcement Learning Agents with Susceptibilities,https://arxiv.org/abs/2605.08007,
ArXiv,Active Embodiment Identification with Reinforcement Learning for Legged Robots,https://arxiv.org/abs/2605.08020,
ArXiv,Reinforcement Learning for Exponential Utility: Algorithms and Convergence in Discounted MDPs,https://arxiv.org/abs/2605.08053,
ArXiv,Rubric-Grounded RL: Structured Judge Rewards for Generalizable Reasoning,https://arxiv.org/abs/2605.08061,
ArXiv,Goal-Conditioned Decision Transformer for Multi-Goal Offline Reinforcement Learning,https://arxiv.org/abs/2410.06347,
ArXiv,Joint Beamforming and Antenna Placement Optimization in Pinching Antenna Systems with User Mobility: A Deep Reinforcement Learning Approach,https://arxiv.org/abs/2605.08039,
