feed,title,long_url,short_url
MX,COVID-19: Reduced sense of taste and smell lingers,https://medicalxpress.com/news/2021-06-covid-lingers.html,https://j.mp/3ybl8bf
MX,Mental health conditions up in public health workers during pandemic,https://medicalxpress.com/news/2021-06-mental-health-conditions-workers-pandemic.html,https://j.mp/3jsrfDM
MX,COVID linked to loss of brain tissue: but correlation doesn't prove causation,https://medicalxpress.com/news/2021-06-covid-linked-loss-brain-tissue.html,https://j.mp/3yjzfeH
MX,"COVID-19—smell, taste and recovery of flavor",https://medicalxpress.com/news/2021-06-covid-19smell-recovery-flavor.html,https://j.mp/3614Cyw
MX,Study shows low COVID-19 infection rate in health care workers,https://medicalxpress.com/news/2021-06-covid-infection-health-workers.html,https://j.mp/3jnI6aH
MX,New study charts Canada's 20-year journey towards opioid crisis,https://medicalxpress.com/news/2021-06-canada-year-journey-opioid-crisis.html,https://j.mp/3xXhyRQ
MX,Evidence supports mandatory COVID vaccination for aged-care workers. But we need to make it easier too,https://medicalxpress.com/news/2021-06-evidence-mandatory-covid-vaccination-aged-care.html,https://j.mp/3dtezZD
MX,"Playing wind instruments generates less aerosol than vocalization, COVID-19 study finds",https://medicalxpress.com/news/2021-06-instruments-aerosol-vocalization-covid-.html,https://j.mp/3qBcG25
MX,Upgrading PPE for staff working on COVID-19 wards cut hospital-acquired infections dramatically,https://medicalxpress.com/news/2021-06-ppe-staff-covid-wards-hospital-acquired.html,https://j.mp/3vZzBFH
MX,Worse outcomes observed after heart attacks during pandemic compared to previous year,https://medicalxpress.com/news/2021-06-worse-outcomes-heart-pandemic-previous.html,https://j.mp/3doitTC
MX,Australia has not learned the lessons of its bungled COVID vaccine rollout,https://medicalxpress.com/news/2021-06-australia-lessons-bungled-covid-vaccine.html,https://j.mp/3x16MKa
MX,"Transparent mask increases comprehension of speech by 10%, study shows",https://medicalxpress.com/news/2021-06-transparent-mask-comprehension-speech.html,https://j.mp/361jPiQ
MX,The neuroscience behind why your brain may need time to adjust to 'un-social distancing',https://medicalxpress.com/news/2021-06-neuroscience-brain-adjust-un-social-distancing.html,https://j.mp/2Sy95W4
