feed,title,long_url,short_url
MX,Mayo Clinic Q and A: Relief for dry eyes,https://medicalxpress.com/news/2022-03-mayo-clinic-relief-eyes.html,https://bit.ly/3iiFGbC
MX,Why Congress is moving forward from turning the clocks forward,https://medicalxpress.com/news/2022-03-congress-clocks.html,https://bit.ly/3iffK0z
MX,How getting a good night's sleep makes us more resilient,https://medicalxpress.com/news/2022-03-good-night-resilient.html,https://bit.ly/3CUzjoG
MX,Immune cells regulate body weight,https://medicalxpress.com/news/2022-03-immune-cells-body-weight.html,https://bit.ly/3iekoMm
MX,Scientists discover why women are more resistant to nonalcoholic fatty liver disease than men,https://medicalxpress.com/news/2022-03-scientists-women-resistant-nonalcoholic-fatty.html,https://bit.ly/3tiakIr
MX,Understanding diabetic kidney disease,https://medicalxpress.com/news/2022-03-diabetic-kidney-disease.html,https://bit.ly/3ijVKdn
MX,"Research team provides guidelines, recommendations for intermittent fasting",https://medicalxpress.com/news/2022-03-team-guidelines-intermittent-fasting.html,https://bit.ly/34PhCKq
MX,Discovery of an 'eat-me' signal involved in synaptic pruning and maturation of new neurons in the adult brain,https://medicalxpress.com/news/2022-03-discovery-eat-me-involved-synaptic-pruning.html,https://bit.ly/3qde4sM
MX,Biogen lays out awaited Alzheimer's drug data in obscure journal,https://medicalxpress.com/news/2022-03-biogen-awaited-alzheimer-drug-obscure.html,https://bit.ly/3KRTHcD
MX,Lighting the way to healthier daily rhythms,https://medicalxpress.com/news/2022-03-healthier-daily-rhythms.html,https://bit.ly/36ngCxA
MX,"In US, alcohol use disorder linked to 232 million missed workdays annually",https://medicalxpress.com/news/2022-03-alcohol-disorder-linked-million-workdays.html,https://bit.ly/36tYZMI
MX,"LSD, a future anti-anxiety pill?",https://medicalxpress.com/news/2022-03-lsd-future-anti-anxiety-pill.html,https://bit.ly/3whfc2G
MX,Dose range for iberdomide studied in systemic lupus erythematosus,https://medicalxpress.com/news/2022-03-dose-range-iberdomide-lupus-erythematosus.html,https://bit.ly/3qi4VPN
MX,AI provides accurate breast density classification,https://medicalxpress.com/news/2022-03-ai-accurate-breast-density-classification.html,https://bit.ly/3u93Nz4
